43.471588,-80.537426,0
43.47172,-80.537137,8
43.471763,-80.537052,2
43.472016,-80.536451,16
43.472125,-80.536351,1
43.472154,-80.536378,1
43.472389,-80.536536,5
43.472736,-80.536804,11
43.473115,-80.537096,8
43.473561,-80.537437,12
43.474125,-80.537858,13
43.474717,-80.538284,22
43.475126,-80.538584,7
43.475739,-80.539043,14
43.47615,-80.539343,10
43.476615,-80.53967,11
43.476844,-80.539853,6
43.476913,-80.539909,2
43.47697,-80.540035,1
43.476958,-80.540078,1
43.476849,-80.540408,4
